"ogs"	"Z_sum"	"w_sum"	"Z_meta"	"p_meta"	"q_meta"	"gene"	"annot"
"ko:K01523"	-5.60345686638384	13	-1.55411931166136	0.120155959547976	1	"hisE"	"hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]"
"ko:K08372"	-3.46735925276191	5	-1.5506501983177	0.120985535326829	1	"pepD"	"pepD; putative serine protease PepD [EC:3.4.21.-]"
"ko:K00968"	-6.56975077210224	18	-1.54850510721968	0.121500733055125	1	"PCYT1"	"PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15]"
"ko:K13607"	-4.09643995772575	7	-1.54830876983575	0.121547974007523	1	"fldA"	"fldA; cinnamoyl-CoA:phenyllactate CoA-transferase [EC:2.8.3.17]"
"ko:K07031"	-5.57796673235305	13	-1.54704962048702	0.121851280841302	1	"hddA"	"hddA; D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]"
"ko:K19091"	-6.91190711648262	20	-1.54554941666197	0.122213425571266	1	"cas6"	"cas6; CRISPR-associated endoribonuclease Cas6 [EC:3.1.-.-]"
"ko:K09121"	-6.16985045187318	16	-1.54246261296829	0.122961216432126	1	"larC"	"larC; pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC:4.99.1.12]"
"ko:K03635"	-5.76478235324547	14	-1.54070289108321	0.123389112866265	1	"MOCS2B, moaE"	"MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]"
"ko:K01183"	-8.29562290211225	29	-1.54045850019703	0.12344863112571	1	"E3.2.1.14"	"E3.2.1.14; chitinase [EC:3.2.1.14]"
"ko:K03090"	-4.61605668087939	9	-1.53868556029313	0.123881079182399	1	"sigB"	"sigB; RNA polymerase sigma-B factor"
"ko:K02769"	-4.34947322132417	8	-1.53777100469381	0.124104615486189	1	"fruAb"	"fruAb; fructose PTS system EIIB component [EC:2.7.1.202]"
"ko:K02770"	-4.34947322132417	8	-1.53777100469381	0.124104615486189	1	"fruA"	"fruA; fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]"
"ko:K11737"	-3.76481171025626	6	-1.53697794463045	0.12429871044275	1	"cycA"	"cycA; D-serine/D-alanine/glycine transporter"
"ko:K02119"	-3.42437837442006	5	-1.5314285651767	0.12566350878369	1	"ATPVC, ntpC, atpC"	"ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C"
"ko:K21395"	-6.12354431589562	16	-1.5308860789739	0.125797550349414	1	"yiaO"	"yiaO; TRAP-type transport system periplasmic protein"
"ko:K07130"	-6.30875943968471	17	-1.5300989139078	0.125992247058262	1	"kynB"	"kynB; arylformamidase [EC:3.5.1.9]"
"ko:K00015"	-5.5101783036232	13	-1.52824849312789	0.12645085288294	1	"gyaR, GOR1"	"gyaR, GOR1; glyoxylate reductase [EC:1.1.1.26]"
"ko:K18828"	-6.29703090474136	17	-1.52725432635455	0.126697782041963	1	"mvpA, vapC"	"mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]"
"ko:K21558"	-4.29737481979815	8	-1.51935143818979	0.128674058566577	1	"cprK"	"cprK; CRP/FNR family transcriptional regulator, reductive dehalogenation system regulator"
"ko:K06952"	-4.55138687656583	9	-1.51712895885527	0.129234128095483	1	"yfdR"	"yfdR; 5'-nucleotidase [EC:3.1.3.89]"
"ko:K16291"	-3.70871465690986	6	-1.51407641850172	0.130006458792029	1	"erfK"	"erfK; L,D-transpeptidase ErfK/SrfK"
"ko:K09815"	-6.05538882602064	16	-1.51384720650516	0.130064596576628	1	"znuA"	"znuA; zinc transport system substrate-binding protein"
"ko:K02236"	-5.66023304381481	14	-1.51276091280369	0.130340400731371	1	"comC"	"comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"
"ko:K19048"	-3.3763391009471	5	-1.50994474896165	0.131057522946931	1	"symE"	"symE; toxic protein SymE"
"ko:K21832"	-3.99029861015468	7	-1.50819111133657	0.131505621572503	1	"gbcB, bmoB"	"gbcB, bmoB; glycine betaine monooxygenase B [EC:1.14.13.251]"
"ko:K13810"	-3.36801971450058	5	-1.50622420623655	0.132009627465354	1	"tal-pgi"	"tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]"
"ko:K03282"	-6.20769470468098	17	-1.50558711523454	0.132173198154259	1	"mscL"	"mscL; large conductance mechanosensitive channel"
"ko:K01431"	-3.68709324489316	6	-1.50524951400849	0.132259939607889	1	"UPB1, pydC"	"UPB1, pydC; beta-ureidopropionase [EC:3.5.1.6]"
"ko:K01693"	-5.62831993530406	14	-1.50423177578982	0.132521698680148	1	"hisB"	"hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]"
"ko:K13924"	-7.67003184844512	26	-1.50421700250384	0.132525501275001	1	"cheBR"	"cheBR; two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61]"
"ko:K06871"	-6.37534370702815	18	-1.50268292254486	0.13292082855591	1	"K06871"	"K06871; uncharacterized protein"
"ko:K01478"	-4.97606211862838	11	-1.50033918009012	0.133526565306236	1	"arcA"	"arcA; arginine deiminase [EC:3.5.3.6]"
"ko:K07220"	-4.22989387470162	8	-1.49549332125048	0.134785741647733	1	"K07220"	"K07220; uncharacterized protein"
"ko:K06155"	-4.72125085634045	10	-1.49299061110563	0.13543964458336	1	"gntT"	"gntT; Gnt-I system high-affinity gluconate transporter"
"ko:K18581"	-4.2112382548412	8	-1.48889756359521	0.136514345246988	1	"ugl"	"ugl; unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]"
"ko:K13894"	-3.93768639474576	7	-1.48830556306569	0.136670328537169	1	"yejB"	"yejB; microcin C transport system permease protein"
"ko:K03558"	-3.32749635568087	5	-1.48810160923705	0.136724099163041	1	"cvpA"	"cvpA; membrane protein required for colicin V production"
"ko:K01998"	-3.63991516530899	6	-1.48598914367088	0.13728199259156	1	"livM"	"livM; branched-chain amino acid transport system permease protein"
"ko:K14201"	-3.92303175775944	7	-1.48276663092001	0.138136424662345	1	"clfA"	"clfA; clumping factor A"
"ko:K02278"	-4.90541694633366	11	-1.47903885920361	0.139129929376573	1	"cpaA, tadV"	"cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]"
"ko:K08314"	-3.91160098898175	7	-1.47844620642286	0.139288385482876	1	"fsaB, talC"	"fsaB, talC; fructose-6-phosphate aldolase 2 [EC:4.1.2.-]"
"ko:K07184"	-3.62044477408142	6	-1.47804038973757	0.139396967800696	1	"ygiM"	"ygiM; SH3 domain protein"
"ko:K13497"	-6.26925988873521	18	-1.47767872678183	0.139493791029595	1	"trpGD"	"trpGD; anthranilate synthase/phosphoribosyltransferase [EC:4.1.3.27 2.4.2.18]"
"ko:K12996"	-4.90083288413257	11	-1.47765671244573	0.139499686306964	1	"rgpA"	"rgpA; rhamnosyltransferase [EC:2.4.1.-]"
"ko:K16650"	-5.11757894126288	12	-1.47731778966864	0.139590471540828	1	"glft2"	"glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]"
"ko:K15125"	-8.35428161050566	32	-1.47684229468266	0.139717916205804	1	"fhaB"	"fhaB; filamentous hemagglutinin"
"ko:K18890"	-4.66613925656432	10	-1.4755627930268	0.140061299638467	1	"mdlB, smdB"	"mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump"
"ko:K04488"	-3.90326075790734	7	-1.47529389538004	0.140133546946218	1	"iscU, nifU"	"iscU, nifU; nitrogen fixation protein NifU and related proteins"
"ko:K19429"	-4.40556661289596	9	-1.46852220429865	0.141962429344099	1	"epsM"	"epsM; acetyltransferase EpsM [EC:2.3.1.-]"
"ko:K09153"	-3.88522254529729	7	-1.46847609185686	0.141974945829083	1	"K09153"	"K09153; small membrane protein"
"ko:K07093"	-5.07240410016268	12	-1.46427693633374	0.143118296219418	1	"K07093"	"K07093; uncharacterized protein"
"ko:K03201"	-4.38931213775561	9	-1.46310404591854	0.143438910956896	1	"virB6, lvhB6"	"virB6, lvhB6; type IV secretion system protein VirB6"
"ko:K17073"	-4.1356054053632	8	-1.46215731322203	0.143698106100286	1	"lysX1"	"lysX1; putative lysine transport system substrate-binding protein"
"ko:K12983"	-4.38049169945851	9	-1.4601638998195	0.144245034229093	1	"waaV"	"waaV; UDP-glucose:(glucosyl)LPS beta-1,3-glucosyltransferase [EC:2.4.1.-]"
"ko:K01090"	-6.19198943974705	18	-1.45946590729354	0.144436917512624	1	"E3.1.3.16"	"E3.1.3.16; protein phosphatase [EC:3.1.3.16]"
"ko:K07114"	-6.6844788691125	21	-1.4586728761448	0.144655164945534	1	"yfbK"	"yfbK; Ca-activated chloride channel homolog"
"ko:K03781"	-3.24670025255354	5	-1.45196849345509	0.146510365931958	1	"katE, CAT, catB, srpA"	"katE, CAT, catB, srpA; catalase [EC:1.11.1.6]"
"ko:K01597"	-3.24603253211578	5	-1.45166987979733	0.146593418171303	1	"MVD, mvaD"	"MVD, mvaD; diphosphomevalonate decarboxylase [EC:4.1.1.33]"
"ko:K14445"	-5.22235562937748	13	-1.44842084618681	0.147499388209859	1	"SLC13A2_3_5"	"SLC13A2_3_5; solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5"
"ko:K03592"	-3.54751902815778	6	-1.44826857863344	0.147541951691129	1	"pmbA"	"pmbA; PmbA protein"
"ko:K09803"	-5.40714344969625	14	-1.44511987356445	0.148424217662168	1	"K09803"	"K09803; uncharacterized protein"
"ko:K05363"	-3.53392650065765	6	-1.44271945251843	0.149099517197141	1	"murM"	"murM; serine/alanine adding enzyme [EC:2.3.2.10]"
"ko:K07445"	-3.80601024026728	7	-1.43853665473034	0.150281844973142	1	"K07445"	"K07445; putative DNA methylase"
"ko:K02525"	-4.05889789681438	8	-1.43503711349063	0.151276521991522	1	"kdgR"	"kdgR; LacI family transcriptional regulator, kdg operon repressor"
"ko:K02243"	-4.29832189010452	9	-1.43277396336817	0.15192244434933	1	"comGA"	"comGA; competence protein ComGA"
"ko:K03602"	-3.49910217848428	6	-1.42850248252459	0.15314728058455	1	"xseB"	"xseB; exodeoxyribonuclease VII small subunit [EC:3.1.11.6]"
"ko:K17318"	-4.73306197663093	11	-1.42707188054388	0.153559176719629	1	"lplA"	"lplA; putative aldouronate transport system substrate-binding protein"
"ko:K03335"	-4.27545490605169	9	-1.42515163535056	0.154113373373602	1	"iolE"	"iolE; inosose dehydratase [EC:4.2.1.44]"
"ko:K07213"	-6.52261643346784	21	-1.42335159692996	0.154634256526328	1	"ATOX1, ATX1, copZ, golB"	"ATOX1, ATX1, copZ, golB; copper chaperone"
"ko:K13731"	-4.02245756646164	8	-1.42215351114008	0.154981691207901	1	"inlB"	"inlB; internalin B"
"ko:K05521"	-3.47870744213188	6	-1.42017636627426	0.155556342275712	1	"draG"	"draG; ADP-ribosyl-[dinitrogen reductase] hydrolase [EC:3.2.2.24]"
"ko:K01686"	-5.6732085061485	16	-1.41830212653713	0.156102576113928	1	"uxuA"	"uxuA; mannonate dehydratase [EC:4.2.1.8]"
"ko:K16960"	-5.2970184661602	14	-1.41568773369902	0.156866951325827	1	"tcyN"	"tcyN; L-cystine transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K06182"	-3.16543058072668	5	-1.4156235913123	0.156885740363079	1	"rluF"	"rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]"
"ko:K01114"	-4.68092052260033	11	-1.41135064063087	0.158141249412892	1	"plc"	"plc; phospholipase C [EC:3.1.4.3]"
"ko:K19506"	-3.44836778615493	6	-1.4077902535884	0.159193187231391	1	"gfrA"	"gfrA; fructoselysine/glucoselysine PTS system EIIA component [EC:2.7.1.-]"
"ko:K19560"	-4.21735921139078	9	-1.40578640379693	0.159787560556462	1	"bioK"	"bioK; pimeloyl-[acyl-carrier protein] methyl ester esterase [EC:3.1.1.85]"
"ko:K03427"	-7.55455866931207	29	-1.40284632687628	0.160662668982345	1	"hsdM"	"hsdM; type I restriction enzyme M protein [EC:2.1.1.72]"
"ko:K09706"	-3.96616346425124	8	-1.40225054043319	0.160840444193437	1	"K09706"	"K09706; uncharacterized protein"
"ko:K11249"	-3.96584157205361	8	-1.40213673435531	0.160874419401302	1	"eamB"	"eamB; cysteine/O-acetylserine efflux protein"
"ko:K01841"	-5.24075521616566	14	-1.40065074763145	0.16131853763473	1	"pepM"	"pepM; phosphoenolpyruvate phosphomutase [EC:5.4.2.9]"
"ko:K12941"	-4.64472600041476	11	-1.40043758158035	0.161382322638703	1	"abgB"	"abgB; aminobenzoyl-glutamate utilization protein B"
"ko:K03641"	-4.42468554192697	10	-1.39920842425057	0.161750491098222	1	"tolB"	"tolB; TolB protein"
"ko:K03328"	-5.5941438313988	16	-1.3985359578497	0.161952182559569	1	"TC.PST"	"TC.PST; polysaccharide transporter, PST family"
"ko:K07171"	-5.40995254538477	15	-1.39684374080318	0.16246056556627	1	"mazF, ndoA, chpA"	"mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]"
"ko:K04091"	-3.69350189551845	7	-1.39601249749821	0.162710731758641	1	"ssuD, msuD"	"ssuD, msuD; alkanesulfonate monooxygenase [EC:1.14.14.5 1.14.14.34]"
"ko:K16927"	-5.03141925124473	13	-1.39546462297842	0.162875775721039	1	"cbrT"	"cbrT; energy-coupling factor transport system substrate-specific component"
"ko:K19430"	-4.39558733732466	10	-1.39000676401408	0.16452682339365	1	"epsN"	"epsN; pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-]"
"ko:K11928"	-3.67063449647833	7	-1.38736943307092	0.165329140783294	1	"putP"	"putP; sodium/proline symporter"
"ko:K01687"	-5.36828097419797	15	-1.38608418738872	0.165721198183907	1	"ilvD"	"ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]"
"ko:K01760"	-6.1929207958273	20	-1.38477918787419	0.166119996645225	1	"metC"	"metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]"
"ko:K01572"	-3.66356285745685	7	-1.38469660475486	0.166145257713827	1	NA	NA
"ko:K22299"	-4.97479877765789	13	-1.37976092907393	0.167660266092111	1	"rghR"	"rghR; HTH-type transcriptional regulator, competence development regulator"
"ko:K05685"	-5.15269129940982	14	-1.37711467587161	0.168476796011269	1	"macB"	"macB; macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]"
"ko:K11891"	-5.49677277528471	16	-1.37419319382118	0.169381713175719	1	"impL, vasK, icmF"	"impL, vasK, icmF; type VI secretion system protein ImpL"
"ko:K01664"	-5.96948579296087	19	-1.36949396402201	0.170844920288373	1	"pabA"	"pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85]"
"ko:K07736"	-4.90934819295269	13	-1.36160820298442	0.17332156508593	1	"carD"	"carD; CarD family transcriptional regulator, regulator of rRNA transcription"
"ko:K04072"	-4.30413579369185	10	-1.36108724667228	0.173486119455125	1	"adhE"	"adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]"
"ko:K07266"	-3.03770440904639	5	-1.35850271083571	0.174304222992207	1	"kpsC, lipA"	"kpsC, lipA; capsular polysaccharide export protein"
"ko:K16139"	-4.27766599722817	10	-1.35271676206965	0.176146133382747	1	"uidB, gusB"	"uidB, gusB; glucuronide carrier protein"
"ko:K02768"	-3.82497925831822	8	-1.35233438572735	0.17626836909536	1	"fruB"	"fruB; fructose PTS system EIIA component [EC:2.7.1.202]"
"ko:K09692"	-4.05603758155302	9	-1.35201252718434	0.176371307857013	1	"tagG"	"tagG; teichoic acid transport system permease protein"
"ko:K10037"	-4.26871823362817	10	-1.34988723077558	0.177052158235167	1	"glnP"	"glnP; glutamine transport system permease protein"
"ko:K07172"	-4.0433310746326	9	-1.34777702487753	0.177730109597619	1	"mazE, chpAI"	"mazE, chpAI; antitoxin MazE"
"ko:K11066"	-3.56491024429607	7	-1.34740942181056	0.17784840780738	1	"E3.5.1.28D, amiD"	"E3.5.1.28D, amiD; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]"
"ko:K19303"	-3.29874724169935	6	-1.34670792209614	0.17807431982562	1	"mepH"	"mepH; murein DD-endopeptidase [EC:3.4.-.-]"
"ko:K01709"	-4.64029194304703	12	-1.33953690121833	0.180395949743836	1	"rfbG"	"rfbG; CDP-glucose 4,6-dehydratase [EC:4.2.1.45]"
"ko:K18918"	-3.279005833845	6	-1.33864852608826	0.180685120719109	1	"relB"	"relB; RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB"
"ko:K05970"	-6.95430086469958	27	-1.33835582541998	0.180780471744862	1	"SIAE"	"SIAE; sialate O-acetylesterase [EC:3.1.1.53]"
"ko:K17067"	-5.51499733204777	17	-1.33758332500191	0.181032303172284	1	"mdo"	"mdo; formaldehyde dismutase / methanol dehydrogenase [EC:1.2.98.1 1.1.99.37]"
"ko:K09469"	-2.99018827299244	5	-1.33725284878676	0.181140116336907	1	"aepZ"	"aepZ; 2-aminoethylphosphonate-pyruvate transaminase"
"ko:K19425"	-3.53518888014626	7	-1.33617580207256	0.181491818307343	1	"epsH"	"epsH; glycosyltransferase EpsH [EC:2.4.-.-]"
"ko:K11693"	-3.53392650065765	7	-1.33569866747441	0.181647785102755	1	"femX, fmhB"	"femX, fmhB; peptidoglycan pentaglycine glycine transferase (the first glycine) [EC:2.3.2.16]"
"ko:K15669"	-5.48060392647063	17	-1.32924169888313	0.183768241928491	1	"hddC"	"hddC; D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]"
"ko:K02302"	-3.49554690076949	7	-1.32119254222838	0.186437172355413	1	"cysG"	"cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]"
"ko:K02303"	-3.49554690076949	7	-1.32119254222838	0.186437172355413	1	"cobA"	"cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"ko:K02532"	-3.95052666811717	9	-1.31684222270572	0.187891516586862	1	"lacY"	"lacY; MFS transporter, OHS family, lactose permease"
"ko:K00483"	-2.94214110707249	5	-1.31576550296211	0.188252761145563	1	"hpaB"	"hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]"
"ko:K16147"	-3.47878317534295	7	-1.31485644958186	0.188558151560477	1	"glgE"	"glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]"
"ko:K08483"	-3.2167155524495	6	-1.31321862519603	0.189109289680813	1	"ptsI"	"ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]"
"ko:K00973"	-4.90708845429489	14	-1.31147455446897	0.18969748502523	1	"rfbA, rmlA, rffH"	"rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]"
"ko:K00197"	-3.2013595698099	6	-1.30694957153502	0.191229838771007	1	"cdhE, acsC"	"cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]"
"ko:K19270"	-2.9220388301483	5	-1.30677549142111	0.191288971196471	1	"hxpA"	"hxpA; mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]"
"ko:K12152"	-5.2232930880834	16	-1.30582327202085	0.19161266405782	1	"nudJ"	"nudJ; phosphatase NudJ [EC:3.6.1.-]"
"ko:K08978"	-5.96205028765255	21	-1.30102603525243	0.19324954322582	1	"TC.BAT1"	"TC.BAT1; bacterial/archaeal transporter family protein"
"ko:K01941"	-3.8937578029338	9	-1.2979192676446	0.194315078384813	1	"E6.3.4.6"	"E6.3.4.6; urea carboxylase [EC:6.3.4.6]"
"ko:K00978"	-4.2822722121655	11	-1.29115365253801	0.196650402748802	1	"rfbF"	"rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]"
"ko:K01179"	-5.16093504416901	16	-1.29023376104225	0.19696950745201	1	"E3.2.1.4"	"E3.2.1.4; endoglucanase [EC:3.2.1.4]"
"ko:K01154"	-6.93623590631857	29	-1.28802667229964	0.197736678694376	1	"hsdS"	"hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]"
"ko:K08969"	-2.87950264256504	5	-1.28775273003314	0.197832051748421	1	"mtnE, mtnV"	"mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]"
"ko:K04069"	-3.85728202490843	9	-1.28576067496948	0.198526598467641	1	"pflA, pflC, pflE"	"pflA, pflC, pflE; pyruvate formate lyase activating enzyme [EC:1.97.1.4]"
"ko:K13730"	-6.55109663187285	26	-1.28477575235968	0.198870657948717	1	"inlA"	"inlA; internalin A"
"ko:K03207"	-2.87066805605795	5	-1.28380178283655	0.199211319636362	1	"gmm, nudD, wcaH"	"gmm, nudD, wcaH; GDP-mannose mannosyl hydrolase [EC:3.6.1.-]"
"ko:K19171"	-5.57950744829291	19	-1.28002679588638	0.200535712094972	1	"dndD"	"dndD; DNA sulfur modification protein DndD"
"ko:K00009"	-5.71945676512775	20	-1.27890941211967	0.200928957821613	1	"mtlD"	"mtlD; mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17]"
"ko:K02035"	-3.59601045359349	8	-1.27138168847683	0.203592893823863	1	"ABC.PE.S"	"ABC.PE.S; peptide/nickel transport system substrate-binding protein"
"ko:K10441"	-4.56739596077788	13	-1.26676771784091	0.205238358271636	1	"rbsA"	"rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]"
"ko:K01457"	-3.79845199091616	9	-1.26615066363872	0.205459146960259	1	"atzF"	"atzF; allophanate hydrolase [EC:3.5.1.54]"
"ko:K07679"	-3.78747954842183	9	-1.26249318280728	0.206771377814724	1	"evgS, bvgS"	"evgS, bvgS; two-component system, NarL family, sensor histidine kinase EvgS [EC:2.7.13.3]"
"ko:K20345"	-3.0914123562712	6	-1.26206380956658	0.20692582647058	1	"blpB"	"blpB; membrane fusion protein, peptide pheromone/bacteriocin exporter"
"ko:K00640"	-3.98065191308566	10	-1.25879266176573	0.208105231588427	1	"cysE"	"cysE; serine O-acetyltransferase [EC:2.3.1.30]"
"ko:K13308"	-4.87281324140315	15	-1.25815496887556	0.20833571693531	1	"desI, eryCIV"	"desI, eryCIV; dTDP-4-amino-4,6-dideoxy-D-glucose transaminase [EC:2.6.1.33]"
"ko:K07465"	-4.17023404007917	11	-1.25737287262823	0.208618647477458	1	"K07465"	"K07465; putative RecB family exonuclease"
"ko:K15509"	-4.47027385752912	13	-1.23983089297596	0.21503794909374	1	"hpsN"	"hpsN; sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]"
"ko:K07126"	-5.94293027716245	23	-1.23918662452458	0.215276392779572	1	"K07126"	"K07126; uncharacterized protein"
"ko:K03274"	-2.76990867642065	5	-1.23874081838861	0.215441497061351	1	"gmhD, rfaD"	"gmhD, rfaD; ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20]"
"ko:K06236"	-2.76937789580532	5	-1.2385034460812	0.215529445092177	1	"COL1A"	"COL1A; collagen type I alpha"
"ko:K02010"	-4.46478292109139	13	-1.23830798121622	0.215601885548833	1	"afuC, fbpC"	"afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]"
"ko:K06962"	-3.02958116366842	6	-1.23682133088915	0.216153421113007	1	"K06962"	"K06962; uncharacterized protein"
"ko:K19002"	-3.91087724726257	10	-1.23672797506792	0.216188089252801	1	"mgs, bgsB"	"mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]"
"ko:K02054"	-3.497202393416	8	-1.23644776378314	0.216292171120284	1	"ABC.SP.P1"	"ABC.SP.P1; putative spermidine/putrescine transport system permease protein"
"ko:K13542"	-3.02797106481812	6	-1.23616401078604	0.216397605277605	1	"cobA-hemD"	"cobA-hemD; uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]"
"ko:K01201"	-4.26495079723207	12	-1.23118524543122	0.218253588476506	1	"GBA, srfJ"	"GBA, srfJ; glucosylceramidase [EC:3.2.1.45]"
"ko:K07214"	-3.88905574984449	10	-1.22982741168826	0.218761741000858	1	"fes"	"fes; iron(III)-enterobactin esterase [EC:3.1.1.108]"
"ko:K22457"	-3.00253819571783	6	-1.22578108545426	0.220281066861747	1	"E2.6.1.14"	"E2.6.1.14; asparagine---oxo-acid transaminase [EC:2.6.1.14]"
